"Coût_chauffage","Surface_habitable_immeuble","Coût_éclairage","Conso_5_usages_é_finale","Date_réception_DPE","Coût_total_5_usages","Emission_GES_5_usages","N°DPE","Code_postal_(BAN)","Identifiant__BAN","Surface_habitable_logement","Coût_auxiliaires","Type_bâtiment","Coût_ECS","Conso_5_usages_par_m²_é_primaire","Coût_refroidissement","Etiquette_DPE","_score","Type_installation_chauffage","x","y","lon","lat"
506,NA,133,4032,"2023-05-16",941,299,"2341N1620301H","41190","41142_pvod64",NA,52,"maison",250,43.1,0,"A",41.231472,NA,NA,NA,NA,NA
330,168.3,68,3013.8,"2023-08-24",580,221.2,"2341N2802999R","41190","41142_0184",168.3,8,"maison",159,41.2,0,"A",41.231472,NA,NA,NA,NA,NA
260.9,NA,35,2147.2,"2023-05-04",451,137.4,"2341N1482158C","41190","41093_0007",86.5,16.7,"maison",138.4,57.1,0,"A",41.231472,NA,NA,NA,NA,NA
172,76,37,1433.3,"2023-09-26",350,103.5,"2341N3197350A","41190","41142_0050",76,2,"maison",119,43.4,0,"A",41.231472,NA,NA,NA,NA,NA
155,89.5,44,1405.5,"2023-09-12",347,100.8,"2341N3030259L","41190","41109_0029",89.5,2,"maison",126,36.1,0,"A",41.231472,NA,NA,NA,NA,NA
271.4,NA,38.8,4572.7,"2023-03-06",511.4,179.2,"2341N0727783R","41190","41234_0070",75.5,19.4,"maison",181.8,79,0,"B",41.231472,NA,NA,NA,NA,NA
231.5,NA,49.6,1681.6,"2024-08-07",476.7,121.3,"2441N2837250B","41190","41142_dx7u0m_00017",97.2,30.3,"maison",148.8,39.7,16.5,"A",40.735493,NA,565528.54,6721211.64,1.211044,47.577571
288.4,NA,38.1,2422.8,"2024-05-06",489.8,178.1,"2441N1627176T","41190","41142_0197",106.7,19,"maison",144.2,52,0,"A",40.735493,NA,NA,NA,NA,NA
241,NA,93,2298,"2024-07-22",672,166,"2441N2645912X","41190","41142_dx7u0m",NA,59,"maison",269,39.3,10,"A",40.735493,NA,NA,NA,NA,NA
168,70.1,42,1254.8,"2024-07-04",396,89.4,"2441N2426095K","41190","41234_0070",70.1,2,"maison",153,41.1,0,"A",40.735493,NA,NA,NA,NA,NA
313,86.6,37,3896.8,"2024-03-18",525,190.8,"2441N0973667U","41190","41234_0070",86.6,0,"maison",154,71.5,0,"B",40.735493,NA,NA,NA,NA,NA
136,70.1,37,1227.3,"2024-01-09",322,87.5,"2441N0075682X","41190","41142_0050",70.1,2,"maison",127,40.2,0,"A",40.735493,NA,NA,NA,NA,NA
215.9,NA,45.6,1698,"2024-07-05",479.8,121.6,"2441N2436543G","41190","41109_0119",84.9,19.2,"maison",184.7,45,14.4,"A",40.735493,NA,NA,NA,NA,NA
135,70.1,36,1248.4,"2024-02-05",325,88.9,"2441N0413492P","41190","41142_0050",70.1,2,"maison",126,40.9,0,"A",40.735493,NA,NA,NA,NA,NA
327,NA,72,1998,"2024-07-31",726,144,"2441N2770767A","41190","41234_0070",104.6,38,"maison",289,43.9,0,"A",40.735493,NA,NA,NA,NA,NA
280,114.5,49,2092.5,"2023-07-18",444,155.3,"2341N2410756K","41250","41150_0087",114.5,9,"maison",92,42,0,"A",38.5397,NA,NA,NA,NA,NA
206.1,NA,48.3,2160.9,"2023-12-07",453,154.7,"2341N4202010U","41250","41150_0243",121.4,22.9,"maison",112,40,63.6,"A",38.5397,NA,NA,NA,NA,NA
293.7,NA,62.6,2709.2,"2023-07-26",533.1,173.4,"2341N2523101J","41250","41034_0020_00001",155.6,23.7,"maison",153.1,40,0,"A",38.5397,NA,588742.21,6724641.34,1.518934,47.612762
286,134.1,53,2228.7,"2023-08-04",462,165.1,"2341N2647713D","41250","41150_0240",134.1,3,"maison",103,38.2,0,"A",38.5397,NA,NA,NA,NA,NA
191,113.6,44,1907.5,"2023-03-16",418,136.9,"2341N0865028I","41250","41150_0085",113.6,6,"maison",162,38.6,0,"A",38.5397,NA,NA,NA,NA,NA
254,99.7,44,1856.8,"2023-06-29",410,137.5,"2341N2185978C","41250","41013_0002_00008",99.7,5,"maison",91,42.8,0,"A",38.5397,NA,595179.16,6715991.73,1.606636,47.535972
202,82.4,37,1780.1,"2023-06-25",404,128.6,"2341N2121469Z","41250","41150_0207_00344",82.4,15,"maison",118,49.7,13,"A",38.5397,NA,583587.63,6718238.8,1.452004,47.554252
208,130,52,2145,"2023-09-18",451,154.1,"2341N3103358Y","41250","41150_0170_00470",130,22,"maison",153,38,0,"A",38.5397,NA,583395.54,6717247.64,1.449709,47.545298
239.8,NA,66.6,2468.9,"2023-05-16",496.3,178.4,"2341N1618122M","41250","41129_0072",172.8,30,"maison",159.9,32,0,"A",38.5397,NA,NA,NA,NA,NA
190,155.1,62,2125.8,"2023-07-24",449,151.8,"2341N2493222E","41250","41150_0170",155.1,7,"maison",167,31.5,3,"A",38.5397,NA,NA,NA,NA,NA
197,99.4,39,1906,"2023-07-11",417,137.1,"2341N2343037V","41250","41150_0097",99.4,5,"maison",155,44.1,0,"A",38.5397,NA,NA,NA,NA,NA
257,100.3,46,1900,"2023-03-22",415,140.7,"2341N0952570I","41250","41262_smlno0",100.3,5,"maison",92,43.6,0,"A",38.5397,NA,NA,NA,NA,NA
173,90.7,39,1524,"2023-09-12",363,109.8,"2341N3029856Y","41250","41150",90.7,2,"maison",130,38.7,0,"A",38.5397,NA,NA,NA,NA,NA
189,NA,39.7,1834.7,"2023-01-18",407.1,117.4,"2341N0161789R","41250","41129_0220",94.1,27.1,"maison",151.2,44.8,0,"A",38.5397,NA,NA,NA,NA,NA
198,69,29,1933.3,"2023-11-09",421,138.8,"2341N3812680O","41250","41262_0039_00120",69,11,"maison",165,64.4,0,"A",38.5397,NA,587284.08,6716152.31,1.501672,47.536116
251,NA,38,1682,"2023-10-10",488,121,"2341N3399916A","41250","41150_0097",62.3,29,"maison",152,62.1,18,"A",38.5397,NA,NA,NA,NA,NA
223.3,NA,43,1713.9,"2023-03-06",390.1,125.8,"2341N0725180O","41250","41262_smlno0",105.5,16.1,"maison",107.6,37,0,"A",38.5397,NA,NA,NA,NA,NA
221,NA,40.2,1672.3,"2023-03-06",384.2,122.8,"2341N0725380G","41250","41262_smlno0",97,15.1,"maison",108,39,0,"A",38.5397,NA,NA,NA,NA,NA
150,83.6,40,1338.4,"2023-11-30",337,95.9,"2341N4116196G","41250","41150_0243",83.6,2,"maison",126,36.8,0,"A",38.5397,NA,NA,NA,NA,NA
225.6,NA,51.3,2342.2,"2023-11-23",478.5,168.6,"2341N3989746U","41250","41150_B182",144.2,27.3,"maison",174.3,37,0,"A",38.5397,NA,NA,NA,NA,NA
231.8,NA,47.5,2257.7,"2023-09-19",466.6,163.2,"2341N3109210A","41250","41150_0160",122.4,26.7,"maison",145.6,42,14.9,"A",38.5397,NA,NA,NA,NA,NA
201,NA,41.7,1571.9,"2023-06-29",370.1,114.8,"2341N2194260Q","41250","41262_A004",92.2,14.7,"maison",112.7,39,0,"A",38.5397,NA,NA,NA,NA,NA
291,116.7,51,2191.2,"2023-07-21",456,162.9,"2341N2458258K","41250","41150_0097_00028",116.7,9,"maison",91,43.2,0,"A",38.5397,NA,583657.11,6718475.11,1.452866,47.556391
244,90.3,38,1828,"2023-05-08",406,134.8,"2341N1517979V","41250","41262_0045_00022",90.3,2,"maison",105,46.6,0,"A",38.5397,NA,587391.44,6716429.17,1.503029,47.538626
300.4,NA,53.6,1787.9,"2021-11-04",518.6,131.4,"2141N0626506I","41250","41262_0014",109.2,21.5,"maison",143.1,37,0,"A",37.796696,NA,NA,NA,NA,NA
235,NA,52,1803,"2021-11-26",494,133,"2141N0779987L","41250","41150_0203_00605",NA,24,"maison",183,49.4,0,"A",37.796696,NA,582547.93,6719619.34,1.437819,47.566492
302,NA,41,1803,"2021-11-28",508,133,"2141N0790587D","41250","41150_0203_00605",NA,19,"maison",146,49.4,0,"A",37.796696,NA,582547.93,6719619.34,1.437819,47.566492
233,NA,62,1696,"2021-10-28",458,126,"2141N0586520K","41250","41262_hjqr69",99.7,29,"maison",134,39.1,0,"A",37.796696,NA,NA,NA,NA,NA
238.1,NA,47.8,1859.1,"2021-12-03",400.9,119,"2141N0836579B","41250","41150_0106",106.2,0.6,"maison",114.4,40.3,0,"A",37.796696,NA,NA,NA,NA,NA
223,127.1,53,1755.5,"2021-12-16",396,128.8,"2141N0928929Z","41250","41262_hjqr69",127.1,3,"maison",100,31.8,0,"A",37.796696,NA,NA,NA,NA,NA
202,99.6,46,1675.9,"2021-12-30",385,121.9,"2141N1013828I","41250","41150_0207",99.6,13,"maison",105,38.7,0,"A",37.796696,NA,NA,NA,NA,NA
302,NA,41,1803,"2021-11-29",508,133,"2141N0791722U","41250","41150_0203_00605",83.9,19,"maison",146,49.4,0,"A",37.796696,NA,582547.93,6719619.34,1.437819,47.566492
302,NA,41,1803,"2021-11-28",508,133,"2141N0790610A","41250","41150_0203_00605",NA,19,"maison",146,49.4,0,"A",37.796696,NA,582547.93,6719619.34,1.437819,47.566492
361.8,NA,54.6,2217.5,"2021-09-28",619.5,186.2,"2141N0402474S","41250","41150_0052",109.8,0.7,"maison",202.4,46.5,0,"A",37.796696,NA,NA,NA,NA,NA
275,97.2,54,1916.8,"2021-08-02",563,138.3,"2141N0130473D","41250","41262_smlno0",97.2,7,"maison",207,45.4,0,"A",37.796696,NA,NA,NA,NA,NA
259,134.1,50,2527.4,"2022-06-13",506,183.3,"2241N1304355M","41250","41262_smlno0",134.1,0,"maison",172,43.3,0,"A",37.60423,NA,NA,NA,NA,NA
218,114.9,46,2128,"2022-06-13",448,153.6,"2241N1305897U","41250","41262_smlno0_00015",114.9,9,"maison",158,42.6,0,"A",37.60423,NA,NA,NA,NA,NA
222.4,NA,41.6,1874.2,"2022-02-23",412.6,119.9,"2241N0360755E","41250","41086_jbf9h5",104.7,20.8,"maison",127.8,41.2,0,"A",37.60423,NA,NA,NA,NA,NA
250.1,NA,52.5,2386.4,"2022-07-28",484.7,173.3,"2241N1733216D","41250","41150_oeplyq",129.6,18.5,"maison",163.6,42,0,"A",37.60423,NA,NA,NA,NA,NA
242.2,NA,44.2,2243.3,"2022-05-23",464.5,143.6,"2241N1125369K","41250","41262_smlno0_00011",115,25.4,"maison",152.6,44.9,0,"A",37.60423,NA,NA,NA,NA,NA
239.2,NA,58.5,2087.1,"2022-07-27",442.6,133.6,"2241N1714475I","41250","41025_0079",137.8,22.6,"maison",122.3,34.8,0,"A",37.60423,NA,NA,NA,NA,NA
262.2,NA,47.4,2153,"2022-01-10",451.8,158.2,"2241N0040378Z","41250","41150_0043",112.7,25.1,"maison",117.1,43,0,"A",37.60423,NA,NA,NA,NA,NA
254.6,NA,60.8,2702,"2022-06-22",532.1,194.5,"2241N1392414J","41250","41150_0170_00421",168,95,"maison",121.6,36,0,"A",37.60423,NA,583421.22,6717317.92,1.450032,47.545935
261.6,NA,49.6,2151.7,"2022-01-10",451.7,158.1,"2241N0040291Q","41250","41150_0043",111.5,24.8,"maison",115.7,44,0,"A",37.60423,NA,NA,NA,NA,NA
211,107.1,46,1756,"2022-06-02",396,127.9,"2241N1209211C","41250","41262_smlno0_00012",107.1,14,"maison",108,37.7,0,"A",37.60423,NA,NA,NA,NA,NA
262,109.9,46,2099,"2022-06-27",445,154.5,"2241N1445084D","41250","41262_832kcw",109.9,8,"maison",115,43.9,0,"A",37.60423,NA,NA,NA,NA,NA
389,NA,60.4,3053.5,"2022-04-15",585.4,228,"2241N0803859Q","41250","41150_0115_00158",163.5,30.2,"maison",105.7,42,0,"A",37.60423,NA,585491.48,6718418.56,1.477268,47.556203
419,NA,73,2781,"2022-12-03",670,208,"2241N2911314P","41250","41025_0079",110.1,26,"maison",152,58.1,0,"A",37.60423,NA,NA,NA,NA,NA
254.6,NA,60.8,2702,"2022-06-22",532.1,194.5,"2241N1392415K","41250","41150_0170_00421",168,95,"maison",121.6,36,0,"A",37.60423,NA,583421.22,6717317.92,1.450032,47.545935
239,91.7,43,1821.2,"2022-09-01",405,134.1,"2241N1971094H","41250","41150_0207",91.7,5,"maison",99,45.7,0,"A",37.60423,NA,NA,NA,NA,NA
267.4,NA,52.1,2535.5,"2022-09-20",506.8,162.3,"2241N2150347Q","41250","41150_0128",142.8,32.1,"maison",155.1,40.8,0,"A",37.60423,NA,NA,NA,NA,NA
479,128.3,54,5606.8,"2022-07-27",681,274.9,"2241N1720901M","41250","41150_0043_01300_b",128.3,0,"maison",136,68.4,0,"A",37.60423,NA,582335.42,6719233.31,1.435095,47.56298
341.6,NA,72.2,4018.8,"2022-10-28",634.5,703.6,"2241N2553453S","41250","41150_0200",134.9,24.1,"maison",196.6,42,0,"A",37.60423,NA,NA,NA,NA,NA
237.4,NA,45.7,3450.8,"2022-02-02",480.6,729.8,"2241N0208331S","41250","41150_uc6hmc_00010",77.3,41.1,"maison",156.5,50.1,0,"B",37.60423,NA,NA,NA,NA,NA
231.2,NA,43.8,3322.9,"2022-02-02",451.8,713.5,"2241N0207743C","41250","41150_uc6hmc_00001",77.4,20.4,"maison",156.5,47.1,0,"B",37.60423,NA,NA,NA,NA,NA
309.5,NA,49.1,4106.8,"2022-02-02",564.5,876,"2241N0208526F","41250","41150_uc6hmc_00004",88.5,42.8,"maison",163,51.5,0,"B",37.60423,NA,NA,NA,NA,NA
281.3,NA,45.6,3800.5,"2022-02-02",524.3,808.7,"2241N0209302B","41250","41150_uc6hmc_00008",77.5,42,"maison",155.4,54.6,0,"B",37.60423,NA,NA,NA,NA,NA
237.4,NA,45.7,3450.8,"2022-02-02",480.6,729.8,"2241N0207880J","41250","41150_uc6hmc_00010",77.6,41.1,"maison",156.5,50,0,"B",37.60423,NA,NA,NA,NA,NA
310.8,NA,49.1,4116.6,"2022-02-02",565.6,878.3,"2241N0208631G","41250","41150_uc6hmc_00006",88.4,42.6,"maison",163,51.6,0,"B",37.60423,NA,NA,NA,NA,NA
271.1,NA,43.8,3720.1,"2022-02-02",513.5,791.4,"2241N0207294V","41250","41150_uc6hmc_00005",77.3,42.2,"maison",156.4,53.6,0,"B",37.60423,NA,NA,NA,NA,NA
231.2,NA,43.8,3322.9,"2022-02-02",451.8,713.5,"2241N0208223O","41250","41150_uc6hmc_00003",77.3,20.4,"maison",156.5,47.2,0,"B",37.60423,NA,NA,NA,NA,NA
167,86.5,40,1422.1,"2022-12-06",349,102.5,"2241N2937244X","41250","41086_0008",86.5,3,"maison",124,37.8,0,"A",37.60423,NA,NA,NA,NA,NA
333.7,NA,48.9,2778.3,"2022-07-28",543.6,205.4,"2241N1733315Y","41250","41025_0021",124.5,20.1,"maison",140.9,51,0,"A",37.60423,NA,NA,NA,NA,NA
320.3,NA,45.9,2747.8,"2022-01-17",516.5,175.9,"2241N0087529M","41250","41262_hjqr69",123.3,0.4,"maison",149.8,51.3,0,"A",37.60423,NA,NA,NA,NA,NA
309.5,NA,49.1,4106.8,"2022-02-02",564.5,876,"2241N0208868J","41250","41150_uc6hmc_00002",88.3,42.8,"maison",163,51.6,0,"B",37.60423,NA,NA,NA,NA,NA
185.6,NA,42,1499.2,"2022-05-11",359.9,96,"2241N1014211C","41250","41150_0115",92.7,19.5,"maison",112.8,37.2,0,"A",37.60423,NA,NA,NA,NA,NA
255,116.3,48,1884.5,"2022-02-21",414,139.5,"2241N0346209S","41250","41262_0045",116.3,3,"maison",93,37.3,0,"A",37.60423,NA,NA,NA,NA,NA
193.7,NA,43.3,2116.8,"2024-01-23",446.7,151,"2441N0249590R","41250","41150_0087",108,18.2,"maison",143.6,45,47.9,"A",36.632084,NA,NA,NA,NA,NA
318.8,NA,48.1,1895.4,"2024-09-03",517.3,140.2,"2441N3049041W","41250","41025_0203",97.6,18,"maison",132.3,44,0,"A",36.632084,NA,NA,NA,NA,NA
357.3,NA,65.4,3359.7,"2024-05-06",631.9,246.2,"2441N1625690P","41250","41150_0255",190.7,39.2,"maison",169.9,40,0,"A",36.632084,NA,NA,NA,NA,NA
263.8,NA,56.3,2353.9,"2024-05-28",480.1,172.1,"2441N1878083A","41250","41150_0097",145.3,26.7,"maison",130.4,37,3,"A",36.632084,NA,NA,NA,NA,NA
308,NA,59,2183,"2024-05-28",615,159,"2341N4562889T","41250","41150_0159",118.7,48,"maison",172,42.3,28,"A",36.632084,NA,NA,NA,NA,NA
197,NA,34.8,1930.4,"2024-04-08",420.5,138.6,"2441N1260747I","41250","41013_93s521",76,24.8,"maison",155.6,58,8.3,"A",36.632084,NA,NA,NA,NA,NA
253.6,NA,66.3,2563.7,"2024-06-20",511.1,185.6,"2441N2222334L","41250","41150_0203",195.7,39,"maison",148.2,30.1,3.9,"A",36.632084,NA,NA,NA,NA,NA
262,97.2,57,1739.9,"2024-07-17",488,126.9,"2441N2582544R","41250","41150_0065_00132",97.2,3,"maison",144,41.1,0,"A",36.632084,NA,584486.1,6719195.18,1.463701,47.563017
307,195.7,81,3247,"2024-06-04",614,235.4,"2441N1980066L","41250","41150_0185",195.7,0,"maison",207,38.1,0,"A",36.632084,NA,NA,NA,NA,NA
243,97.2,58,1662.1,"2024-08-06",473,120.7,"2441N2823928R","41250","41150_0065_00132",97.2,3,"maison",147,39.3,0,"A",36.632084,NA,584486.1,6719195.18,1.463701,47.563017
0,NA,44.1,952.8,"2024-07-20",330.8,62.4,"2441N2629842V","41250","41025_0060_00004",66,30.3,"maison",256.4,33.2,0,"A",36.632084,NA,590479.37,6717597,1.543783,47.549656
242.6,NA,44.1,2135.9,"2024-07-20",562.5,152.2,"2441N2629839S","41250","41025_0060_00004",84.3,63.4,"maison",212.3,58.3,0,"A",36.632084,NA,590479.37,6717597,1.543783,47.549656
235,NA,44.1,3326.9,"2024-07-31",565.8,133.6,"2441N2758354P","41250","41025_0060_00004",66,30.3,"maison",256.4,69,0,"A",36.632084,NA,590479.37,6717597,1.543783,47.549656
486.1,NA,56.5,5759.7,"2024-02-06",754.5,307.5,"2441N0426738B","41250","41150_0075",163.4,28.3,"maison",183.7,60,0,"A",36.632084,NA,NA,NA,NA,NA
251,79.9,46,1829.7,"2024-07-02",505,132.3,"2441N2386010R","41250","41150_0097_00025",79.9,7,"maison",179,52.6,0,"A",36.632084,NA,583615.05,6718490.05,1.452303,47.556518
312,127.2,65,1984.3,"2024-07-10",534,146.1,"2441N2496780B","41250","41150_0077",127.2,0,"maison",130,35.8,0,"A",36.632084,NA,NA,NA,NA,NA
227,126.4,44,2237.3,"2024-05-16",485,160.5,"2441N1714803A","41250","41150_0170_00421_b",126.4,0,"maison",129,40.7,60,"A",36.632084,NA,583476.83,6717307.05,1.450774,47.545847
300,NA,32,1779,"2024-05-02",505,132,"2441N1590587M","41250","41160_0020",58.3,22,"maison",134,70.1,17,"B",36.632084,NA,NA,NA,NA,NA
224.9,NA,54,2373.1,"2024-03-18",482.8,170.6,"2441N0973646Z","41250","41150_ftn935",147.4,24,"maison",167.9,37,12,"A",36.632084,NA,NA,NA,NA,NA
186,80,38,1504,"2024-02-27",360,109.2,"2441N0717860B","41250","41160_0002",80,4,"maison",117,43.2,0,"A",36.632084,NA,NA,NA,NA,NA
175,NA,42.2,1564.5,"2024-05-02",369.1,112.7,"2441N1587438J","41250","41025_0079_00424",89.4,21.1,"maison",120.2,40,10.5,"A",36.632084,NA,590768.37,6717285.23,1.547701,47.546898
145,70.2,34,1305.7,"2024-06-21",332,93.2,"2441N2229947G","41250","41150_0243",70.2,5,"maison",123,42.8,0,"A",36.632084,NA,NA,NA,NA,NA
213,NA,71,1955.1,"2024-07-05",528.6,139,"2441N2434773E","41250","41150_0170_00503",145.9,35.5,"maison",209.1,30.8,0,"A",36.632084,NA,583431.77,6717238.48,1.450193,47.545222
162,NA,39.5,1524.3,"2024-02-06",363.4,109.1,"2441N0425172V","41250","41150_B182",87.1,24.9,"maison",120.4,40,16.6,"A",36.632084,NA,NA,NA,NA,NA
322,NA,43,2027,"2024-05-02",553,149,"2441N1590941C","41250","41160",78.9,23,"maison",144,59.1,21,"A",36.632084,NA,NA,NA,NA,NA
217,101.1,52,1627.7,"2024-07-10",466,117,"2441N2496719S","41250","41150_0243",101.1,3,"maison",162,37,0,"A",36.632084,NA,NA,NA,NA,NA
182,112.1,46,2035.1,"2022-05-17",436,144.9,"2241N1076568L","41140","41164_0216",112.1,9,"maison",176,41.7,0,"A",46.51814,NA,NA,NA,NA,NA
252.2,NA,39.7,1846.3,"2022-11-01",408.7,136.6,"2241N2575253E","41140","41132_0109",91.1,23.4,"maison",93.4,46,0,"A",46.51814,NA,NA,NA,NA,NA
279,104.4,42,2115.5,"2022-08-08",446,156.7,"2241N1808493K","41140","41258_0040",104.4,0,"maison",107,46.6,0,"A",46.51814,NA,NA,NA,NA,NA
242.6,NA,38.2,1751.2,"2023-02-22",395.3,129.4,"2341N0584561D","41140","41132_0160",84.4,22.5,"maison",92.1,47,0,"A",45.318077,NA,NA,NA,NA,NA
174,94.4,40,1740.8,"2023-05-07",394,124.6,"2341N1512660G","41140","41258_0025",94.4,3,"maison",159,42.4,0,"A",45.318077,NA,NA,NA,NA,NA
174,94.4,40,1740.8,"2023-01-06",394,124.6,"2341N0044716W","41140","41258_0025",94.4,3,"maison",159,42.4,0,"A",45.318077,NA,NA,NA,NA,NA
222.8,NA,32.9,1696,"2023-02-22",387.6,124.4,"2341N0584451X","41140","41132_0160",72.3,17.4,"maison",114.3,53,0,"A",45.318077,NA,NA,NA,NA,NA
484,89.4,49,4521.4,"2021-09-29",763,230.8,"2141N0410620A","41140","41164_0243_00069",89.4,0,"maison",192,82.8,0,"B",41.54977,NA,577893.32,6688017.64,1.384525,47.281231
227,115.6,49,2003.8,"2021-12-30",430,145.7,"2141N1014075V","41140","41164_0053_00014",115.6,29,"maison",108,39.9,0,"A",41.54977,NA,577868.07,6689498.84,1.38379,47.294558
242,122.9,47,2325,"2021-12-30",476,168.5,"2141N1011516K","41140","41164_0126",122.9,9,"maison",160,43.5,0,"A",41.54977,NA,NA,NA,NA,NA
235,70,41,1469.3,"2021-10-06",466,106.3,"2141N0451733H","41140","41164_0049_00013",70,22,"maison",144,48.3,0,"A",41.54977,NA,579165.76,6687449.22,1.401507,47.276348
134,56.4,25,1404.4,"2024-05-17",347,99.2,"2441N1737563K","41140","41164_0207",56.4,0,"maison",170,57.3,0,"A",40.335163,NA,NA,NA,NA,NA
108,126.2,20,864,"2024-03-08",239,61,"2441N0856880Z","41140","41229_0023",52.6,0,"appartement",111,37.7,0,"A",40.335163,"individuel",NA,NA,NA,NA
358.3,NA,68.8,3081.1,"2024-02-20",589.6,227.7,"2441N0612458D","41140","41164_0147",197.2,44.1,"maison",118.3,35.9,0,"A",40.335163,NA,NA,NA,NA,NA
321,NA,66,2533,"2024-03-08",701,183,"2441N0856039Q","41140","41229_0020",53.4,48,"maison",251,109.1,15,"A",40.335163,NA,NA,NA,NA,NA
153,NA,48,1207,"2024-03-08",440,85,"2441N0856444F","41140","41229_0020",NA,0,"maison",239,37.7,0,"A",40.335163,NA,NA,NA,NA,NA
519,133.1,49,3946.6,"2024-02-12",721,297.2,"2477N0500871S","41140","41164_0058_00004",133.1,0,"maison",135,68.1,3,"A",40.335163,NA,579692.34,6687431.14,1.408476,47.276281
189,98.6,43,1646.6,"2024-06-28",380,119.2,"2441N2337597Q","41140","41132_0160",98.6,2,"maison",130,38.3,0,"A",40.335163,NA,NA,NA,NA,NA
219,108.1,48,1880.9,"2024-02-20",414,137,"2441N0603080L","41140","41229",108.1,0,"maison",128,40,0,"A",40.335163,NA,NA,NA,NA,NA
192.7,NA,49.4,1997.5,"2024-04-08",430,143.1,"2441N1247040D","41140","41132_0160",114.8,32.1,"maison",155.7,40,0,"A",40.335163,NA,NA,NA,NA,NA
276,60,33,1842,"2024-09-09",507,134.2,"2441N3129625G","41140","41164_0069",60,0,"maison",177,70.6,0,"B",40.335163,NA,NA,NA,NA,NA
576,NA,103,4174,"2022-12-06",919,314,"2241N2937469O","41370","41027_0006",NA,44,"maison",196,59.2,0,"A",49.90733,NA,NA,NA,NA,NA
247,92.2,39,1727,"2023-01-20",392,128.1,"2341N0192432G","41370","41105_0120",92.2,5,"maison",86,43.1,0,"A",49.712532,NA,NA,NA,NA,NA
341,178.1,60,3004.1,"2022-01-19",578,221.2,"2241N0105324X","41300","41084_ef6791",178.1,8,"maison",153,38.8,0,"A",45.51288,NA,NA,NA,NA,NA
184.1,NA,40.6,1422,"2022-04-25",349,103.5,"2241N0863909G","41300","41249_0003",86.4,14.3,"maison",110,37,0,"A",45.51288,NA,NA,NA,NA,NA
443,121.3,53,5655.4,"2022-08-15",664,263.1,"2241N1847222Z","41300","41241_0222",121.3,0,"maison",150,70.1,0,"B",45.51288,NA,NA,NA,NA,NA
276,117.8,50,2134.6,"2022-05-03",450,157.9,"2241N0942587I","41300","41084_0065",117.8,3,"maison",102,41.7,0,"A",45.51288,NA,NA,NA,NA,NA
231,92.6,35,1815,"2024-03-29",405,133,"2441N1147718B","41300","41256_0020",92.6,0,"maison",120,45,0,"A",44.72961,NA,NA,NA,NA,NA
307,132.1,60,2284.2,"2024-09-09",594,165.7,"2441N3125306D","41300","41256_ybnbls",132.1,0,"maison",183,39.7,12,"A",44.72961,NA,NA,NA,NA,NA
190,137.9,53,2013.5,"2024-01-12",433,144.1,"2441N0132818L","41300","41241_0255",137.9,21,"maison",151,33.5,0,"A",44.72961,NA,NA,NA,NA,NA
198,96,40,1611.2,"2021-12-05",376,117.2,"2141N0844889R","41300","41232_0430",96,13,"maison",106,38.6,0,"A",43.90092,NA,NA,NA,NA,NA
368,153.2,77,2728.3,"2021-07-22",730,197.4,"2141N0079703L","41300","41241_0177",153.2,48,"maison",203,41,0,"A",43.90092,NA,NA,NA,NA,NA
262,105.6,46,2380.3,"2023-03-15",491,173.2,"2341N0857818A","41300","41084_dns95z",105.6,0,"maison",145,51.8,20,"A",43.84718,NA,NA,NA,NA,NA
259.5,NA,37.6,2181.5,"2023-06-28",455.9,139.6,"2341N2173580G","41300","41241_0240_00025_a",89.8,17.1,"maison",141.7,55.9,0,"A",43.84718,NA,618412.69,6698829.76,1.918555,47.38478
276,96.9,35,2254.9,"2023-07-25",466,165.9,"2341N2501101F","41300","41241_0160",96.9,0,"maison",141,53.6,0,"A",43.84718,NA,NA,NA,NA,NA
187.3,NA,43.6,1476.2,"2023-07-12",356.6,107.5,"2341N2352364O","41300","41084_0070",94.3,15.4,"maison",110.3,36,0,"A",43.84718,NA,NA,NA,NA,NA
277.9,NA,52.8,2241.4,"2023-04-14",464.3,165.3,"2341N1243607B","41300","41241_0255",139,31.7,"maison",102,37,0,"A",43.84718,NA,NA,NA,NA,NA
461,143.7,66,5778.9,"2023-07-12",757,306.9,"2341N2351478M","41300","41084_dns95z",143.7,0,"maison",221,68.6,0,"A",43.84718,NA,NA,NA,NA,NA
207,87.9,41,1668,"2022-04-28",384,121.7,"2241N0905262T","41170","41143_0162_00034",87.9,5,"maison",117,43.7,0,"A",44.710197,NA,543909.85,6766333.62,0.907659,47.978778
151.3,NA,46.8,1580.9,"2022-12-01",371.4,112.5,"2241N2887529U","41170","41053_qtquvs",101.1,22,"maison",151.3,35,0,"A",44.710197,NA,NA,NA,NA,NA
215.4,NA,60.6,2409.9,"2022-12-01",488,172.6,"2241N2888831W","41170","41248_B030",144.2,20.2,"maison",191.8,38,0,"A",44.710197,NA,NA,NA,NA,NA
247.2,NA,50.7,2388.3,"2022-11-18",484.9,173.1,"2241N2741939E","41170","41248_B070",134.3,28.5,"maison",158.5,40,0,"A",44.710197,NA,NA,NA,NA,NA
261,87.3,44,3017.7,"2022-08-02",518,510.1,"2241N1766902T","41170","41143_0162_00036",87.3,6,"maison",190,50.9,0,"A",44.710197,NA,543927.46,6766359.06,0.907886,47.979011
